1|4|Novi Sad|Srbija|komentar|1,2,3,4,5,6,7,8,10|True|False|5/21/2024 12:22:23 PM
2|4|aa|aaa|aaaa||True|False|5/22/2024 11:35:14 AM
3|4|aaaa|aaaa|aaaaaaaaaaaa||False|False|5/22/2024 11:36:04 AM
4|4|dddd|ddd|ddd||False|False|5/22/2024 11:38:54 AM
5|4|ffff|fff|ffff||False|False|5/22/2024 11:45:28 AM
6|4|ooo|ooo|ooooo||False|False|5/22/2024 11:55:07 AM
7|4|rrrrrrr|rrrr|rrrrr|9|False|False|5/22/2024 11:56:36 AM
8|8|Rome|Italy|Forum|11,12|False|False|5/22/2024 12:02:06 PM
9|8|Novi Sad|Srbija|aaaa||True|False|5/22/2024 12:02:20 PM
10|4|Rome|Italy|vvv||False|False|5/22/2024 7:52:46 PM
